,country_id,country_value,indicator_name,year,value,region,incomeLevel,lendingType,longitude,latitude
6970,TL,Timor-Leste,People using at least basic drinking water services (% of population),2020,83.9742220966015,East Asia & Pacific,Lower middle income,Blend,125.567,-8.56667
6971,TL,Timor-Leste,People using at least basic drinking water services (% of population),2019,82.3841159192672,East Asia & Pacific,Lower middle income,Blend,125.567,-8.56667
6972,TL,Timor-Leste,People using at least basic drinking water services (% of population),2018,80.7910053956187,East Asia & Pacific,Lower middle income,Blend,125.567,-8.56667
6973,TL,Timor-Leste,People using at least basic drinking water services (% of population),2017,78.5901191587368,East Asia & Pacific,Lower middle income,Blend,125.567,-8.56667
6974,TL,Timor-Leste,People using at least basic drinking water services (% of population),2016,76.4083709987334,East Asia & Pacific,Lower middle income,Blend,125.567,-8.56667
6975,TG,Togo,People using at least basic drinking water services (% of population),2024,,Sub-Saharan Africa ,Low income,IDA,1.2255,6.1228
6976,TG,Togo,People using at least basic drinking water services (% of population),2023,,Sub-Saharan Africa ,Low income,IDA,1.2255,6.1228
6977,TG,Togo,People using at least basic drinking water services (% of population),2022,70.990716058795,Sub-Saharan Africa ,Low income,IDA,1.2255,6.1228
6978,TG,Togo,People using at least basic drinking water services (% of population),2021,69.9469819723585,Sub-Saharan Africa ,Low income,IDA,1.2255,6.1228
6979,TG,Togo,People using at least basic drinking water services (% of population),2020,68.8910592142641,Sub-Saharan Africa ,Low income,IDA,1.2255,6.1228
6980,TG,Togo,People using at least basic drinking water services (% of population),2019,67.8121290467606,Sub-Saharan Africa ,Low income,IDA,1.2255,6.1228
6981,TG,Togo,People using at least basic drinking water services (% of population),2018,66.7220730728574,Sub-Saharan Africa ,Low income,IDA,1.2255,6.1228
6982,TG,Togo,People using at least basic drinking water services (% of population),2017,65.6210929908916,Sub-Saharan Africa ,Low income,IDA,1.2255,6.1228
6983,TG,Togo,People using at least basic drinking water services (% of population),2016,64.5093974540071,Sub-Saharan Africa ,Low income,IDA,1.2255,6.1228
6984,TO,Tonga,People using at least basic drinking water services (% of population),2024,,East Asia & Pacific,Upper middle income,IDA,-175.216,-21.136
6985,TO,Tonga,People using at least basic drinking water services (% of population),2023,,East Asia & Pacific,Upper middle income,IDA,-175.216,-21.136
6986,TO,Tonga,People using at least basic drinking water services (% of population),2022,98.8120761396693,East Asia & Pacific,Upper middle income,IDA,-175.216,-21.136
6987,TO,Tonga,People using at least basic drinking water services (% of population),2021,98.7746885865332,East Asia & Pacific,Upper middle income,IDA,-175.216,-21.136
6988,TO,Tonga,People using at least basic drinking water services (% of population),2020,98.7374596276458,East Asia & Pacific,Upper middle income,IDA,-175.216,-21.136
6989,TO,Tonga,People using at least basic drinking water services (% of population),2019,98.7003534529294,East Asia & Pacific,Upper middle income,IDA,-175.216,-21.136
6990,TO,Tonga,People using at least basic drinking water services (% of population),2018,98.6633452028853,East Asia & Pacific,Upper middle income,IDA,-175.216,-21.136
